name,org,org_url,role,email
Marguerite Spoerri-Butcher,"Ashmolean Museum, University of Oxford",https://ashmolean.org/,chair,
Ulrike Peter,Berlin-Brandenburg Academy of Sciences and Humanities,https://www.bbaw.de/en/,,
Jerome Mairat,"Ashmolean Museum, University of Oxford",https://ashmolean.org/,,
Andrew Meadows,"New College, Oxford University",http://www.new.ox.ac.uk/,,
